date,close
2023-11-07,2399.62939453125
2023-11-08,2421.64111328125
2023-11-09,2380.64501953125
2023-11-10,2390.113525390625
2023-11-13,2382.038818359375
2023-11-15,2389.968994140625
2023-11-16,2394.5830078125
2023-11-17,2430.724609375
2023-11-20,2409.2412109375
2023-11-21,2408.087890625
2023-11-22,2424.09228515625
2023-11-23,2422.169677734375
2023-11-24,2417.652099609375
2023-11-28,2413.182373046875
2023-11-29,2427.1201171875
2023-11-30,2446.824951171875
2023-12-01,2464.222900390625
2023-12-04,2501.3740234375
2023-12-05,2463.8388671875
2023-12-06,2468.06787109375
2023-12-07,2420.583740234375
2023-12-08,2424.4765625
2023-12-11,2406.550048828125
2023-12-12,2405.684814453125
2023-12-13,2414.47998046875
2023-12-14,2418.757568359375
2023-12-15,2425.05322265625
2023-12-18,2437.164794921875
2023-12-19,2461.387451171875
2023-12-20,2458.311767578125
2023-12-21,2454.17822265625
2023-12-22,2475.709716796875
2023-12-26,2484.5048828125
2023-12-27,2507.1416015625
2023-12-28,2531.65234375
2023-12-29,2560.63330078125
2024-01-01,2551.7900390625
2024-01-02,2512.42822265625
2024-01-03,2505.45947265625
2024-01-04,2492.002197265625
2024-01-05,2518.435791015625
2024-01-08,2478.257080078125
2024-01-09,2479.69873046875
2024-01-10,2477.439697265625
2024-01-11,2437.837646484375
2024-01-12,2445.335205078125
2024-01-15,2473.402587890625
2024-01-16,2469.4619140625
2024-01-17,2463.502197265625
2024-01-18,2449.18017578125
2024-01-19,2465.905029296875
2024-01-23,2283.418212890625
2024-01-24,2346.95458984375
2024-01-25,2334.122314453125
2024-01-29,2349.59765625
2024-01-30,2363.29541015625
2024-01-31,2385.307373046875
2024-02-01,2377.66552734375
2024-02-02,2357.480224609375
2024-02-05,2325.66357421875
2024-02-06,2332.248046875
2024-02-07,2331.3828125
2024-02-08,2323.308837890625
2024-02-09,2330.133056640625
2024-02-12,2293.12646484375
2024-02-13,2301.15283203125
2024-02-14,2295.33740234375
2024-02-15,2259.676513671875
2024-02-16,2283.1298828125
2024-02-19,2294.568115234375
2024-02-20,2310.861083984375
2024-02-21,2313.74462890625
2024-02-22,2295.481689453125
2024-02-23,2301.248779296875
2024-02-26,2311.00537109375
2024-02-27,2312.014404296875
2024-02-28,2327.63427734375
2024-02-29,2318.742919921875
2024-03-01,2316.243408203125
2024-03-04,2328.06689453125
2024-03-05,2306.77587890625
2024-03-06,2307.689208984375
2024-03-07,2325.7119140625
2024-03-11,2297.163818359375
2024-03-12,2285.91748046875
2024-03-13,2222.90966796875
2024-03-14,2244.056396484375
2024-03-15,2237.42431640625
2024-03-18,2210.75
2024-03-19,2179.030029296875
2024-03-20,2154.999755859375
2024-03-21,2155.384521484375
2024-03-22,2169.033447265625
2024-03-26,2153.125244140625
2024-03-27,2152.8369140625
2024-03-28,2176.531005859375
2024-04-01,2197.244873046875
2024-04-02,2198.01416015625
2024-04-03,2177.34814453125
2024-04-04,2177.107666015625
2024-04-05,2179.030029296875
2024-04-08,2180.952392578125
2024-04-09,2176.33837890625
2024-04-10,2173.21484375
2024-04-12,2145.72412109375
2024-04-15,2108.957275390625
2024-04-16,2134.669921875
2024-04-18,2128.902587890625
2024-04-19,2145.05126953125
2024-04-22,2154.567138671875
2024-04-23,2174.992919921875
2024-04-24,2172.590087890625
2024-04-25,2144.33056640625
2024-04-26,2136.447998046875
2024-04-29,2139.764404296875
2024-04-30,2143.945556640625
2024-05-02,2139.95654296875
2024-05-03,2131.0654296875
2024-05-06,2168.69677734375
2024-05-07,2287.118896484375
2024-05-08,2250.25634765625
2024-05-09,2235.453125
2024-05-10,2270.922607421875
2024-05-13,2269.095947265625
2024-05-14,2258.474853515625
2024-05-15,2233.19482421875
2024-05-16,2252.274658203125
2024-05-17,2230.359375
2024-05-21,2221.083251953125
2024-05-22,2275.103515625
2024-05-23,2290.098876953125
2024-05-24,2277.17041015625
2024-05-27,2292.02099609375
2024-05-28,2303.027099609375
2024-05-29,2281.351806640625
2024-05-30,2260.20458984375
2024-05-31,2238.7216796875
2024-06-03,2264.530029296875
2024-06-04,2399.4853515625
2024-06-05,2501.806396484375
2024-06-06,2450.718017578125
2024-06-07,2477.824462890625
2024-06-10,2465.857177734375
2024-06-11,2457.206298828125
2024-06-12,2430.628662109375
2024-06-13,2390.93017578125
2024-06-14,2406.79931640625
2024-06-18,2413.10791015625
2024-06-19,2384.71875
2024-06-20,2409.17724609375
2024-06-21,2369.48046875
2024-06-24,2370.35400390625
2024-06-25,2360.648193359375
2024-06-26,2373.654052734375
2024-06-27,2389.716796875
2024-06-28,2400.29638671875
2024-07-01,2431.40380859375
2024-07-02,2412.040283203125
2024-07-03,2436.499267578125
2024-07-04,2422.522705078125
2024-07-05,2472.07080078125
2024-07-08,2511.03955078125
2024-07-09,2513.951171875
2024-07-10,2533.654296875
2024-07-11,2532.101318359375
2024-07-12,2545.10693359375
2024-07-15,2543.214599609375
2024-07-16,2609.359619140625
2024-07-18,2657.840087890625
2024-07-19,2646.775634765625
2024-07-22,2654.831298828125
2024-07-23,2684.96826171875
2024-07-24,2637.1181640625
2024-07-25,2627.55810546875
2024-07-26,2631.294921875
2024-07-29,2631.82861328125
2024-07-30,2612.22265625
2024-07-31,2626.0537109375
2024-08-01,2635.66259765625
2024-08-02,2613.339111328125
2024-08-05,2636.001953125
2024-08-06,2669.1474609375
2024-08-07,2663.323974609375
2024-08-08,2652.793212890625
2024-08-09,2666.38134765625
2024-08-12,2667.837158203125
2024-08-13,2660.751953125
2024-08-14,2641.97119140625
2024-08-16,2667.400390625
2024-08-19,2661.8681640625
2024-08-20,2670.1181640625
2024-08-21,2709.086669921875
2024-08-22,2710.639892578125
2024-08-23,2732.769287109375
2024-08-26,2738.15576171875
2024-08-27,2685.50146484375
2024-08-28,2683.02685546875
2024-08-29,2703.31201171875
2024-08-30,2696.275146484375
2024-09-02,2707.000244140625
2024-09-03,2712.095703125
2024-09-04,2757.66455078125
2024-09-05,2754.94677734375
2024-09-06,2755.431884765625
2024-09-09,2835.8447265625
2024-09-10,2813.327392578125
2024-09-11,2818.714111328125
2024-09-12,2869.427001953125
2024-09-13,2846.666748046875
2024-09-16,2782.754150390625
2024-09-17,2788.965576171875
2024-09-18,2791.246826171875
2024-09-19,2826.090576171875
2024-09-20,2890.00341796875
2024-09-23,2939.454345703125
2024-09-24,2863.7490234375
2024-09-25,2862.196044921875
2024-09-26,2898.25341796875
2024-09-27,2878.9873046875
2024-09-30,2871.271240234375
2024-10-01,2837.737548828125
2024-10-03,2808.23193359375
2024-10-04,2764.94384765625
2024-10-07,2750.04541015625
2024-10-08,2735.875244140625
2024-10-09,2687.49169921875
2024-10-10,2673.66064453125
2024-10-11,2701.322021484375
2024-10-14,2707.048583984375
2024-10-15,2699.62353515625
2024-10-16,2699.429931640625
2024-10-17,2658.08251953125
2024-10-18,2637.1669921875
2024-10-21,2614.3095703125
2024-10-22,2602.80810546875
2024-10-23,2581.0673828125
2024-10-24,2431.40380859375
2024-10-25,2453.678466796875
2024-10-28,2500.023681640625
2024-10-29,2472.70166015625
2024-10-30,2479.787109375
2024-10-31,2453.87255859375
2024-11-01,2462.8505859375
2024-11-04,2450.52392578125
2024-11-05,2447.175537109375
2024-11-06,2455.3740234375
2024-11-07,2430.630859375
2024-11-08,2462.247314453125
2024-11-11,2445.899169921875
2024-11-12,2416.884765625
2024-11-13,2420.272216796875
2024-11-14,2345.89501953125
2024-11-18,2378.984375
2024-11-19,2366.661865234375
2024-11-21,2339.611328125
2024-11-22,2400.92919921875
2024-11-25,2426.654296875
2024-11-26,2434.263916015625
2024-11-27,2441.82421875
2024-11-28,2417.57177734375
2024-11-29,2450.906494140625
2024-12-02,2434.21484375
2024-12-03,2437.847900390625
2024-12-04,2419.830322265625
2024-12-05,2449.384765625
2024-12-06,2438.78076171875
2024-12-09,2357.23583984375
2024-12-10,2353.897705078125
2024-12-11,2357.824951171875
2024-12-12,2302.447021484375
2024-12-13,2346.779052734375
2024-12-16,2323.262939453125
2024-12-17,2320.41552734375
2024-12-18,2316.43896484375
2024-12-19,2317.0771484375
2024-12-20,2291.597412109375
2024-12-23,2296.5068359375
2024-12-24,2293.217529296875
2024-12-26,2290.46826171875
2024-12-27,2298.814208984375
2024-12-30,2301.0234375
2024-12-31,2284.675537109375
2025-01-01,2280.011474609375
2025-01-02,2327.04296875
2025-01-03,2362.635986328125
2025-01-06,2333.130615234375
2025-01-07,2347.46630859375
2025-01-08,2357.481201171875
2025-01-09,2391.2578125
2025-01-10,2397.787109375
2025-01-13,2406.5751953125
2025-01-14,2325.0302734375
2025-01-15,2329.989013671875
2025-01-16,2302.496337890625
2025-01-17,2311.3330078125
2025-01-20,2302.692626953125
2025-01-21,2298.077880859375
2025-01-22,2300.4833984375
2025-01-23,2279.618408203125
2025-01-24,2325.177490234375
2025-01-27,2349.47900390625
2025-01-28,2345.551513671875
2025-01-29,2340.740234375
2025-01-30,2365.0908203125
2025-01-31,2424.052490234375
2025-02-01,2460.627197265625
2025-02-03,2397.68896484375
2025-02-04,2393.85986328125
2025-02-05,2347.711669921875
2025-02-06,2329.694091796875
2025-02-07,2321.0048828125
2025-02-10,2318.648193359375
2025-02-11,2273.285400390625
2025-02-12,2290.222900390625
2025-02-13,2279.42236328125
2025-02-14,2276.329345703125
2025-02-17,2287.178955078125
2025-02-18,2254.384521484375
2025-02-19,2209.611083984375
2025-02-20,2207.3037109375
2025-02-21,2201.019287109375
2025-02-24,2200.822998046875
2025-02-25,2218.349609375
2025-02-27,2204.259765625
2025-02-28,2150.551025390625
2025-03-03,2137.394287109375
2025-03-04,2118.24755859375
2025-03-05,2131.10986328125
2025-03-06,2178.73095703125
2025-03-07,2164.592041015625
2025-03-10,2207.0087890625
2025-03-11,2176.76708984375
2025-03-12,2153.153076171875
2025-03-13,2135.38134765625
2025-03-17,2131.8955078125
2025-03-18,2131.8955078125
2025-03-19,2160.173583984375
2025-03-20,2201.755859375
2025-03-21,2205.487060546875
2025-03-24,2215.3056640625
2025-03-25,2230.13232421875
2025-03-26,2205.241455078125
2025-03-27,2203.965087890625
2025-03-28,2217.90771484375
2025-04-01,2193.361083984375
2025-04-02,2197.33740234375
2025-04-03,2203.866943359375
2025-04-04,2203.866943359375
2025-04-07,2208.62890625
2025-04-08,2247.756591796875
2025-04-09,2307.40576171875
2025-04-11,2323.262939453125
2025-04-15,2318.697265625
2025-04-16,2323.704833984375
2025-04-17,2331.952392578125
2025-04-21,2308.387451171875
2025-04-22,2355.222900390625
2025-04-23,2379.867919921875
2025-04-24,2283.153564453125
2025-04-25,2289.92822265625
2025-04-28,2276.57470703125
2025-04-29,2279.618408203125
2025-04-30,2299.64892578125
2025-05-02,2276.57470703125
2025-05-05,2306.03125
2025-05-06,2338.629150390625
2025-05-07,2327.82861328125
2025-05-08,2312.216796875
2025-05-09,2290.615478515625
2025-05-12,2339.316650390625
2025-05-13,2317.224609375
2025-05-14,2307.896728515625
2025-05-15,2312.51123046875
2025-05-16,2338.236572265625
2025-05-19,2339.512939453125
2025-05-20,2298.6669921875
2025-05-21,2321.053466796875
2025-05-22,2288.45556640625
2025-05-23,2316.43896484375
2025-05-26,2350.706298828125
2025-05-27,2337.058349609375
2025-05-28,2319.18798828125
2025-05-29,2323.802978515625
2025-05-30,2305.736328125
2025-06-02,2328.6142578125
2025-06-03,2309.6640625
2025-06-04,2321.642822265625
2025-06-05,2333.3271484375
2025-06-06,2346.484130859375
2025-06-09,2349.82275390625
2025-06-10,2351.786376953125
2025-06-11,2333.3271484375
2025-06-12,2290.419189453125
2025-06-13,2276.967529296875
2025-06-16,2285.215087890625
2025-06-17,2286.3935546875
2025-06-18,2255.660888671875
2025-06-19,2252.616943359375
2025-06-20,2264.3994140625
2025-06-23,2257.35498046875
2025-06-24,2245.44873046875
2025-06-25,2260.9267578125
2025-06-26,2263.010498046875
2025-06-27,2288.90673828125
2025-06-30,2276.702880859375
2025-07-01,2277.595703125
2025-07-02,2289.10546875
2025-07-03,2295.356201171875
2025-07-04,2321.05419921875
2025-07-07,2391.599609375
2025-07-08,2374.03759765625
2025-07-09,2404.498046875
2025-07-10,2389.615234375
2025-07-11,2499.947998046875
2025-07-14,2496.971435546875
2025-07-15,2507.19091796875
2025-07-16,2497.963623046875
2025-07-17,2490.224365234375
2025-07-18,2470.181884765625
2025-07-21,2445.674560546875
2025-07-22,2460.359130859375
2025-07-23,2431.28759765625
2025-07-24,2418.785888671875
2025-07-25,2396.560546875
2025-07-28,2422.556396484375
2025-07-29,2434.462890625
2025-07-30,2418.388916015625
2025-07-31,2501.535400390625
2025-08-01,2533.781982421875
2025-08-04,2523.85986328125
2025-08-05,2514.93017578125
2025-08-06,2515.8232421875
2025-08-07,2497.8642578125
2025-08-08,2479.11181640625
2025-08-11,2498.757080078125
2025-08-12,2464.42724609375
2025-08-13,2475.63916015625
2025-08-14,2461.252197265625
2025-08-18,2548.06982421875
2025-08-19,2584.4833984375
2025-08-20,2648.9765625
2025-08-21,2627.346435546875
2025-08-22,2609.387451171875
2025-08-25,2611.074462890625
2025-08-26,2671.5986328125
2025-08-28,2633.696533203125
2025-08-29,2639.054443359375
2025-09-01,2628.834716796875
2025-09-02,2656.120361328125
2025-09-03,2643.916015625
2025-09-04,2645.801513671875
2025-09-05,2612.860107421875
2025-09-08,2603.434326171875
2025-09-09,2621.393310546875
2025-09-10,2622.881591796875
2025-09-11,2601.54931640625
2025-09-12,2560.372802734375
2025-09-15,2560.868896484375
2025-09-16,2560.769775390625
2025-09-17,2549.656982421875
2025-09-18,2566.623779296875
2025-09-19,2539.635986328125
2025-09-22,2552.1376953125
2025-09-23,2502.527587890625
2025-09-24,2529.61474609375
2025-09-25,2518.502197265625
2025-09-26,2492.208740234375
2025-09-29,2478.4169921875
2025-09-30,2494.788330078125
2025-10-01,2516.41845703125
2025-10-03,2525.050537109375
2025-10-06,2521.974853515625
2025-10-07,2497.566650390625
2025-10-08,2480.60009765625
2025-10-09,2497.963623046875
2025-10-10,2509.17529296875
2025-10-13,2473.35693359375
2025-10-14,2482.782958984375
2025-10-15,2499.3525390625
2025-10-16,2541.52099609375
2025-10-17,2583.391845703125
2025-10-20,2574.164306640625
2025-10-21,2571.485595703125
2025-10-23,2581.308349609375
2025-10-24,2496.772705078125
2025-10-27,2492.208740234375
2025-10-28,2477.62353515625
2025-10-29,2468.693603515625
2025-10-30,2450.337890625
2025-10-31,2446.269775390625
2025-11-03,2440.812744140625
2025-11-04,2426.624267578125
2025-11-05,2426.624267578125
2025-11-06,2417.0
2025-11-07,2414.0
2025-11-10,2408.800048828125
2025-11-11,2427.5
2025-11-12,2424.5
2025-11-13,2407.60009765625
2025-11-14,2427.699951171875
